<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
GAZP,0,20230310,100000,160.090000000,10
GAZP,0,20230310,100000,160.080000000,400
GAZP,0,20230310,100000,160.070000000,70
GAZP,0,20230310,100000,160.070000000,100
GAZP,0,20230310,100000,160.060000000,50
GAZP,0,20230310,100000,160.060000000,5000
GAZP,0,20230310,100000,160.060000000,160
GAZP,0,20230310,100000,160.060000000,400
GAZP,0,20230310,100000,160.050000000,1000
GAZP,0,20230310,100000,160.050000000,120
GAZP,0,20230310,100000,160.050000000,50
GAZP,0,20230310,100000,160.050000000,10
GAZP,0,20230310,100000,160.050000000,50
GAZP,0,20230310,100000,160.050000000,20
GAZP,0,20230310,100000,160.050000000,100
GAZP,0,20230310,100000,160.050000000,100
GAZP,0,20230310,100000,160.040000000,10
GAZP,0,20230310,100000,160.030000000,10
GAZP,0,20230310,100000,160.030000000,10
GAZP,0,20230310,100000,160.030000000,10
GAZP,0,20230310,100000,160.030000000,500
GAZP,0,20230310,100000,160.030000000,10
GAZP,0,20230310,100000,160.030000000,500
GAZP,0,20230310,100000,160.030000000,100
GAZP,0,20230310,100000,160.020000000,100
GAZP,0,20230310,100000,160.020000000,500
GAZP,0,20230310,100000,160.020000000,100
GAZP,0,20230310,100000,160.020000000,10
GAZP,0,20230310,100000,160.020000000,100
GAZP,0,20230310,100000,160.020000000,50
GAZP,0,20230310,100000,160.020000000,20
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,1000
GAZP,0,20230310,100000,160.010000000,1000
GAZP,0,20230310,100000,160.010000000,1000
GAZP,0,20230310,100000,160.010000000,1000
GAZP,0,20230310,100000,160.010000000,20
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,1000
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,500
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,50
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,80
GAZP,0,20230310,100000,160.010000000,110
GAZP,0,20230310,100000,160.010000000,100
GAZP,0,20230310,100000,160.010000000,50
GAZP,0,20230310,100000,160.010000000,140
GAZP,0,20230310,100000,160.120000000,100
GAZP,0,20230310,100000,160.010000000,400
GAZP,0,20230310,100000,160.010000000,100
GAZP,0,20230310,100000,160.010000000,50
GAZP,0,20230310,100000,160.010000000,100
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,30
GAZP,0,20230310,100000,160.020000000,20
GAZP,0,20230310,100000,160.020000000,50
GAZP,0,20230310,100000,160.010000000,400
GAZP,0,20230310,100000,160.010000000,100
GAZP,0,20230310,100000,160.010000000,2770
GAZP,0,20230310,100000,160.010000000,50
GAZP,0,20230310,100000,160.010000000,100
GAZP,0,20230310,100000,160.010000000,30
GAZP,0,20230310,100000,160.010000000,3500
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,10000
GAZP,0,20230310,100000,160.010000000,1000
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.010000000,2000
GAZP,0,20230310,100000,160.000000000,30
GAZP,0,20230310,100000,160.000000000,300
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,200
GAZP,0,20230310,100000,160.000000000,30
GAZP,0,20230310,100000,160.000000000,50
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,280
GAZP,0,20230310,100000,160.000000000,300
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,500
GAZP,0,20230310,100000,160.000000000,150
GAZP,0,20230310,100000,160.000000000,80
GAZP,0,20230310,100000,160.000000000,60
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,500
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,30
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,450
GAZP,0,20230310,100000,160.000000000,60
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,40
GAZP,0,20230310,100000,160.000000000,900
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,20
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,20
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,50
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,200
GAZP,0,20230310,100000,160.000000000,20
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,60
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,6250
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,30
GAZP,0,20230310,100000,160.000000000,130
GAZP,0,20230310,100000,160.000000000,100
GAZP,0,20230310,100000,160.000000000,30
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,20
GAZP,0,20230310,100000,160.000000000,300
GAZP,0,20230310,100000,160.000000000,10
GAZP,0,20230310,100000,160.000000000,50
GAZP,0,20230310,100000,160.000000000,200
GAZP,0,20230310,100000,160.000000000,790
GAZP,0,20230310,100000,160.020000000,10
GAZP,0,20230310,100000,160.010000000,100
GAZP,0,20230310,100000,160.010000000,250
GAZP,0,20230310,100000,160.020000000,10
GAZP,0,20230310,100000,160.010000000,1650
GAZP,0,20230310,100000,160.000000000,1000
GAZP,0,20230310,100000,160.010000000,10
GAZP,0,20230310,100000,160.020000000,270
GAZP,0,20230310,100000,160.100000000,730
GAZP,0,20230310,100000,160.070000000,220
GAZP,0,20230310,100000,160.010000000,300
GAZP,0,20230310,100000,160.070000000,90
GAZP,0,20230310,100000,160.180000000,10
GAZP,0,20230310,100000,160.180000000,140
GAZP,0,20230310,100000,160.180000000,10
GAZP,0,20230310,100000,160.090000000,100
GAZP,0,20230310,100001,160.060000000,200
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.120000000,100
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.180000000,150
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.180000000,50
GAZP,0,20230310,100001,160.180000000,100
GAZP,0,20230310,100001,160.180000000,80
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.120000000,70
GAZP,0,20230310,100001,160.180000000,50
GAZP,0,20230310,100001,160.120000000,720
GAZP,0,20230310,100001,160.180000000,200
GAZP,0,20230310,100001,160.120000000,500
GAZP,0,20230310,100001,160.180000000,50
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.120000000,100
GAZP,0,20230310,100001,160.120000000,100
GAZP,0,20230310,100001,160.180000000,50
GAZP,0,20230310,100001,160.180000000,100
GAZP,0,20230310,100001,160.120000000,410
GAZP,0,20230310,100001,160.110000000,190
GAZP,0,20230310,100001,160.110000000,30
GAZP,0,20230310,100001,160.180000000,20
GAZP,0,20230310,100001,160.120000000,10
GAZP,0,20230310,100001,160.120000000,340
GAZP,0,20230310,100001,160.180000000,40
GAZP,0,20230310,100001,160.120000000,500
GAZP,0,20230310,100001,160.180000000,100
GAZP,0,20230310,100001,160.120000000,200
GAZP,0,20230310,100001,160.180000000,20
GAZP,0,20230310,100001,160.120000000,200
GAZP,0,20230310,100001,160.120000000,100
GAZP,0,20230310,100001,160.120000000,200
GAZP,0,20230310,100001,160.120000000,180
GAZP,0,20230310,100001,160.120000000,200
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.120000000,70
GAZP,0,20230310,100001,160.110000000,20
GAZP,0,20230310,100001,160.110000000,90
GAZP,0,20230310,100001,160.090000000,1420
GAZP,0,20230310,100001,160.180000000,20
GAZP,0,20230310,100001,160.100000000,120
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.100000000,500
GAZP,0,20230310,100001,160.100000000,580
GAZP,0,20230310,100001,160.100000000,40
GAZP,0,20230310,100001,160.100000000,100
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.080000000,1000
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.180000000,150
GAZP,0,20230310,100001,160.130000000,2000
GAZP,0,20230310,100001,160.180000000,130
GAZP,0,20230310,100001,160.120000000,1000
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.040000000,100
GAZP,0,20230310,100001,160.190000000,10
GAZP,0,20230310,100001,160.180000000,120
GAZP,0,20230310,100001,160.190000000,500
GAZP,0,20230310,100001,160.180000000,1880
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.190000000,20
GAZP,0,20230310,100001,160.180000000,300
GAZP,0,20230310,100001,160.190000000,50
GAZP,0,20230310,100001,160.180000000,400
GAZP,0,20230310,100001,160.190000000,50
GAZP,0,20230310,100001,160.290000000,50
GAZP,0,20230310,100001,160.180000000,120
GAZP,0,20230310,100001,160.290000000,10
GAZP,0,20230310,100001,160.300000000,40
GAZP,0,20230310,100001,160.300000000,210
GAZP,0,20230310,100001,160.300000000,1790
GAZP,0,20230310,100001,160.180000000,100
GAZP,0,20230310,100001,160.300000000,50
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.180000000,100
GAZP,0,20230310,100001,160.300000000,200
GAZP,0,20230310,100001,160.300000000,100
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.180000000,700
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.180000000,40
GAZP,0,20230310,100001,160.190000000,50
GAZP,0,20230310,100001,160.260000000,100
GAZP,0,20230310,100001,160.280000000,50
GAZP,0,20230310,100001,160.280000000,10
GAZP,0,20230310,100001,160.280000000,100
GAZP,0,20230310,100001,160.180000000,750
GAZP,0,20230310,100001,160.280000000,10
GAZP,0,20230310,100001,160.200000000,70
GAZP,0,20230310,100001,160.280000000,10
GAZP,0,20230310,100001,160.200000000,2000
GAZP,0,20230310,100001,160.170000000,10
GAZP,0,20230310,100001,160.170000000,2000
GAZP,0,20230310,100001,160.160000000,990
GAZP,0,20230310,100001,160.220000000,100
GAZP,0,20230310,100001,160.220000000,50
GAZP,0,20230310,100001,160.270000000,100
GAZP,0,20230310,100001,160.270000000,10
GAZP,0,20230310,100001,160.220000000,100
GAZP,0,20230310,100001,160.270000000,10
GAZP,0,20230310,100001,160.270000000,10
GAZP,0,20230310,100001,160.220000000,460
GAZP,0,20230310,100001,160.310000000,10
GAZP,0,20230310,100001,160.240000000,100
GAZP,0,20230310,100001,160.290000000,200
GAZP,0,20230310,100001,160.290000000,40
GAZP,0,20230310,100001,160.290000000,60
GAZP,0,20230310,100001,160.290000000,10
GAZP,0,20230310,100001,160.290000000,500
GAZP,0,20230310,100001,160.220000000,2000
GAZP,0,20230310,100001,160.310000000,10
GAZP,0,20230310,100001,160.300000000,100
GAZP,0,20230310,100001,160.300000000,100
GAZP,0,20230310,100001,160.220000000,70
GAZP,0,20230310,100001,160.290000000,10
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.290000000,500
GAZP,0,20230310,100001,160.300000000,1100
GAZP,0,20230310,100001,160.220000000,670
GAZP,0,20230310,100001,160.230000000,620
GAZP,0,20230310,100001,160.300000000,200
GAZP,0,20230310,100001,160.230000000,500
GAZP,0,20230310,100001,160.290000000,10
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.230000000,60
GAZP,0,20230310,100001,160.290000000,10
GAZP,0,20230310,100001,160.240000000,100
GAZP,0,20230310,100001,160.290000000,10
GAZP,0,20230310,100001,160.290000000,10
GAZP,0,20230310,100001,160.220000000,300
GAZP,0,20230310,100001,160.220000000,10
GAZP,0,20230310,100001,160.290000000,20
GAZP,0,20230310,100001,160.290000000,10
GAZP,0,20230310,100001,160.220000000,40
GAZP,0,20230310,100001,160.260000000,20
GAZP,0,20230310,100001,160.260000000,10
GAZP,0,20230310,100001,160.270000000,20
GAZP,0,20230310,100001,160.290000000,970
GAZP,0,20230310,100001,160.220000000,10
GAZP,0,20230310,100001,160.290000000,10
GAZP,0,20230310,100001,160.290000000,1000
GAZP,0,20230310,100001,160.300000000,1500
GAZP,0,20230310,100001,160.220000000,700
GAZP,0,20230310,100001,160.220000000,200
GAZP,0,20230310,100001,160.220000000,740
GAZP,0,20230310,100001,160.210000000,130
GAZP,0,20230310,100001,160.200000000,2130
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.190000000,200
GAZP,0,20230310,100001,160.210000000,1000
GAZP,0,20230310,100001,160.210000000,1000
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.290000000,10
GAZP,0,20230310,100001,160.210000000,1000
GAZP,0,20230310,100001,160.190000000,2000
GAZP,0,20230310,100001,160.180000000,680
GAZP,0,20230310,100001,160.180000000,10
GAZP,0,20230310,100001,160.170000000,200
GAZP,0,20230310,100001,160.160000000,2000
GAZP,0,20230310,100001,160.140000000,400
GAZP,0,20230310,100001,160.140000000,200
GAZP,0,20230310,100001,160.130000000,100
GAZP,0,20230310,100001,160.280000000,1000
GAZP,0,20230310,100001,160.280000000,1000
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.280000000,600
GAZP,0,20230310,100001,160.280000000,40
GAZP,0,20230310,100001,160.300000000,20
GAZP,0,20230310,100001,160.280000000,500
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.300000000,20
GAZP,0,20230310,100001,160.300000000,20
GAZP,0,20230310,100001,160.280000000,160
GAZP,0,20230310,100001,160.300000000,10
GAZP,0,20230310,100001,160.280000000,600
GAZP,0,20230310,100001,160.300000000,130
GAZP,0,20230310,100001,160.270000000,10
GAZP,0,20230310,100001,160.210000000,30
GAZP,0,20230310,100001,160.200000000,10
GAZP,0,20230310,100001,160.120000000,10
GAZP,0,20230310,100001,160.100000000,50
GAZP,0,20230310,100001,160.080000000,390
GAZP,0,20230310,100001,160.300000000,1000
GAZP,0,20230310,100001,160.300000000,40
GAZP,0,20230310,100001,160.080000000,70
GAZP,0,20230310,100001,160.160000000,160
GAZP,0,20230310,100001,160.080000000,140
GAZP,0,20230310,100001,160.160000000,340
GAZP,0,20230310,100001,160.290000000,2660
GAZP,0,20230310,100001,160.080000000,200
GAZP,0,20230310,100001,160.290000000,500
GAZP,0,20230310,100001,160.080000000,120
GAZP,0,20230310,100001,160.280000000,10
GAZP,0,20230310,100001,160.280000000,100
GAZP,0,20230310,100001,160.290000000,250
GAZP,0,20230310,100001,160.080000000,70
GAZP,0,20230310,100001,160.080000000,10
GAZP,0,20230310,100001,160.080000000,200
GAZP,0,20230310,100001,160.080000000,10
GAZP,0,20230310,100001,160.080000000,10
GAZP,0,20230310,100001,160.270000000,1000
GAZP,0,20230310,100001,160.070000000,10
GAZP,0,20230310,100001,160.080000000,250
GAZP,0,20230310,100001,160.080000000,710
GAZP,0,20230310,100001,160.080000000,300
GAZP,0,20230310,100001,160.080000000,250
GAZP,0,20230310,100001,160.070000000,1250
GAZP,0,20230310,100001,160.270000000,300
GAZP,0,20230310,100001,160.070000000,120
GAZP,0,20230310,100001,160.280000000,10
GAZP,0,20230310,100001,160.070000000,50
GAZP,0,20230310,100001,160.080000000,300
GAZP,0,20230310,100001,160.070000000,1720
GAZP,0,20230310,100001,160.040000000,620
GAZP,0,20230310,100001,160.020000000,20
GAZP,0,20230310,100001,160.020000000,340
GAZP,0,20230310,100001,160.020000000,660
GAZP,0,20230310,100001,160.010000000,1340
GAZP,0,20230310,100001,160.000000000,160
GAZP,0,20230310,100001,160.000000000,380
GAZP,0,20230310,100001,160.270000000,10
GAZP,0,20230310,100001,160.000000000,30
GAZP,0,20230310,100001,160.270000000,100
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.010000000,10
GAZP,0,20230310,100001,160.000000000,340
GAZP,0,20230310,100001,160.000000000,2290
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,300
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,20
GAZP,0,20230310,100001,160.000000000,50
GAZP,0,20230310,100001,160.000000000,50
GAZP,0,20230310,100001,160.010000000,100
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,340
GAZP,0,20230310,100001,160.000000000,30
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,60
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,40
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,100
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,100
GAZP,0,20230310,100001,160.000000000,60
GAZP,0,20230310,100001,160.000000000,100
GAZP,0,20230310,100001,160.000000000,3000
GAZP,0,20230310,100001,160.000000000,80
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,100
GAZP,0,20230310,100001,160.000000000,500
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,30
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,200
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,90
GAZP,0,20230310,100001,160.000000000,200
GAZP,0,20230310,100001,160.000000000,100
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,100
GAZP,0,20230310,100001,160.000000000,1000
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,500
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,700
GAZP,0,20230310,100001,160.000000000,100
GAZP,0,20230310,100001,160.000000000,20
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,500
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,30
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,30
GAZP,0,20230310,100001,160.000000000,50
GAZP,0,20230310,100001,160.000000000,200
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,10
GAZP,0,20230310,100001,160.000000000,770
GAZP,0,20230310,100001,160.270000000,100
GAZP,0,20230310,100001,160.010000000,30
GAZP,0,20230310,100001,160.270000000,10
GAZP,0,20230310,100001,160.280000000,10
GAZP,0,20230310,100001,160.000000000,230
GAZP,0,20230310,100001,160.000000000,470
GAZP,0,20230310,100001,160.010000000,80
GAZP,0,20230310,100001,160.000000000,1420
GAZP,0,20230310,100001,160.000000000,640
GAZP,0,20230310,100001,160.200000000,10
GAZP,0,20230310,100001,160.260000000,30
GAZP,0,20230310,100001,160.000000000,300
GAZP,0,20230310,100001,160.250000000,100
GAZP,0,20230310,100001,160.010000000,100
GAZP,0,20230310,100001,160.270000000,300
GAZP,0,20230310,100001,160.270000000,1000
GAZP,0,20230310,100001,160.010000000,30
GAZP,0,20230310,100001,160.270000000,350
GAZP,0,20230310,100001,160.010000000,640
GAZP,0,20230310,100002,160.010000000,100
GAZP,0,20230310,100002,160.020000000,10
GAZP,0,20230310,100002,160.010000000,140
GAZP,0,20230310,100002,160.010000000,50
GAZP,0,20230310,100002,160.150000000,100
GAZP,0,20230310,100002,160.240000000,560
GAZP,0,20230310,100002,160.010000000,250
GAZP,0,20230310,100002,160.270000000,10
GAZP,0,20230310,100002,160.010000000,80
GAZP,0,20230310,100002,160.010000000,10
GAZP,0,20230310,100002,160.270000000,100
GAZP,0,20230310,100002,160.270000000,10
GAZP,0,20230310,100002,160.010000000,470
GAZP,0,20230310,100002,160.000000000,530
GAZP,0,20230310,100002,160.000000000,1330
GAZP,0,20230310,100002,160.270000000,90
GAZP,0,20230310,100002,160.270000000,10
GAZP,0,20230310,100002,160.010000000,100
GAZP,0,20230310,100002,160.000000000,5310
GAZP,0,20230310,100002,160.000000000,100
GAZP,0,20230310,100002,160.000000000,100
GAZP,0,20230310,100002,160.000000000,30
GAZP,0,20230310,100002,160.000000000,10
GAZP,0,20230310,100002,160.000000000,10
GAZP,0,20230310,100002,160.000000000,500
GAZP,0,20230310,100002,160.000000000,840
GAZP,0,20230310,100002,160.280000000,40
GAZP,0,20230310,100002,160.280000000,30
GAZP,0,20230310,100002,160.210000000,10
GAZP,0,20230310,100002,160.020000000,40
GAZP,0,20230310,100002,160.010000000,350
GAZP,0,20230310,100002,160.030000000,300
GAZP,0,20230310,100002,160.130000000,100
GAZP,0,20230310,100002,160.010000000,30
GAZP,0,20230310,100002,160.000000000,50
GAZP,0,20230310,100002,160.260000000,1000
GAZP,0,20230310,100002,160.010000000,200
GAZP,0,20230310,100002,160.280000000,430
GAZP,0,20230310,100002,160.280000000,10
GAZP,0,20230310,100002,160.010000000,10
GAZP,0,20230310,100002,160.010000000,490
GAZP,0,20230310,100002,160.280000000,10
GAZP,0,20230310,100002,160.000000000,20
GAZP,0,20230310,100002,160.270000000,20
GAZP,0,20230310,100002,160.270000000,300
GAZP,0,20230310,100002,160.010000000,500
GAZP,0,20230310,100002,160.250000000,10
GAZP,0,20230310,100002,160.250000000,300
GAZP,0,20230310,100002,160.270000000,1000
GAZP,0,20230310,100002,160.250000000,20
GAZP,0,20230310,100002,160.270000000,10
GAZP,0,20230310,100002,160.010000000,1260
GAZP,0,20230310,100002,160.010000000,40
GAZP,0,20230310,100002,160.000000000,290
GAZP,0,20230310,100002,160.260000000,20
GAZP,0,20230310,100002,160.250000000,10
GAZP,0,20230310,100002,160.010000000,10
GAZP,0,20230310,100002,160.000000000,720
GAZP,0,20230310,100002,160.280000000,10
GAZP,0,20230310,100002,160.010000000,10
GAZP,0,20230310,100002,160.000000000,940
GAZP,0,20230310,100002,160.000000000,20
GAZP,0,20230310,100002,160.250000000,10
GAZP,0,20230310,100002,160.250000000,200
GAZP,0,20230310,100002,160.000000000,120
GAZP,0,20230310,100002,160.000000000,1000
GAZP,0,20230310,100002,160.000000000,30
GAZP,0,20230310,100002,160.000000000,20
GAZP,0,20230310,100002,160.000000000,10
GAZP,0,20230310,100002,160.000000000,20
GAZP,0,20230310,100002,160.250000000,20
